id,cliente_id,endereco
311,1233,"Quadra João Lucas da Cruz, 97, Vila Piratininga, 87631-461 Pastor / AL"
312,596,"Estação Ana Júlia Silva, 159, Boa Vista, 04223372 Fernandes / GO"
313,764,"Condomínio Montenegro, 3, Jardim Montanhês, 46188790 Nascimento / AM"
314,2260,"Trecho de Pinto, 98, Vila Ecológica, 61784-395 Brito das Pedras / RS"
315,1026,"Trecho de Pacheco, 5, Camponesa 2ª Seção, 82963843 Ferreira Paulista / GO"
316,2229,"Travessa Silva, 93, Aparecida 7ª Seção, 21035828 Santos / RR"
317,112,"Quadra Castro, 800, Beija Flor, 91312-319 Santos do Amparo / TO"
318,743,"Núcleo Larissa Costa, 36, Conjunto Lagoa, 64791945 Camargo / RJ"
319,953,"Estrada Moraes, 17, Paulo Vi, 86522509 Melo / PA"
320,2957,"Viela Nascimento, 64, Silveira, 96134435 Machado / GO"
321,1710,"Esplanada Raul Cardoso, 18, Vila Ouro Minas, 96817-880 Ferreira de Minas / PI"
322,2889,"Vereda Sofia Souza, Floramar, 21769368 Vieira da Praia / AC"
323,643,"Recanto Leão, 8, Vila Nova Dos Milionarios, 49897828 Pereira de Pacheco / RN"
324,997,"Quadra de da Mota, Delta, 27568-808 Correia / SE"
325,2294,"Praça Enzo Gabriel Fonseca, 96, Serra, 87679998 Costela / RN"
326,528,"Viela Liz Souza, 7, Vila Maloca, 89246364 da Costa do Campo / RS"
327,2382,"Setor de Farias, Jardim Leblon, 83875234 Câmara de Minas / AM"
328,2791,"Setor Ana Pereira, 85, Conjunto Floramar, 14982-135 Ferreira / AM"
329,689,"Vereda de Leão, 45, Vila Dos Anjos, 20226358 Freitas / RJ"
330,1016,"Vereda de Montenegro, 8, Concórdia, 37069-134 Sá Verde / AC"
331,2147,"Área Silveira, 94, Califórnia, 81817990 Pinto / AL"
332,1227,"Viela de Caldeira, 7, Itatiaia, 03426233 Costa / AL"
333,2904,"Passarela Eduardo Borges, 482, Ribeiro De Abreu, 66386-459 Almeida de Goiás / PR"
334,87,"Vereda de da Luz, 29, Santa Rita De Cássia, 71897080 Cardoso / PA"
335,2958,"Rodovia de da Costa, 109, Pompéia, 61883654 Cavalcante Verde / RS"
336,1888,"Viaduto Maria Helena Cavalcanti, 751, Pedreira Padro Lopes, 69247-535 Lima / AC"
337,819,"Parque de Pinto, Cidade Jardim Taquaril, 08080-829 Machado / RO"
338,256,"Colônia João Guilherme da Rosa, 214, Tres Marias, 14088-577 Azevedo da Serra / SC"
339,1688,"Pátio de Abreu, 7, Vila Trinta E Um De Março, 17388-722 Abreu de Peixoto / RS"
340,688,"Passarela de Oliveira, 49, Itaipu, 85801569 da Costa de da Rosa / AL"
341,1561,"Largo Asafe Macedo, 15, Vila União, 70932390 Cassiano de Cardoso / MS"
342,2071,"Morro Nogueira, 661, Pindura Saia, 09749-317 Araújo / PR"
343,1589,"Quadra da Mota, 232, Nossa Senhora Aparecida, 70309-479 Araújo de Abreu / PB"
344,871,"Campo Valentina Souza, 3, Jardim Montanhês, 35389-040 Pinto de Goiás / MG"
345,1577,"Praça Monteiro, 898, Vila Novo São Lucas, 54582988 Fernandes / AM"
346,2185,"Via Heloisa Cassiano, 853, Itatiaia, 67818304 Vieira de Minas / RJ"
347,2156,"Favela Valentim Souza, 20, Conjunto Califórnia Ii, 46026-965 Novais do Campo / MG"
348,2021,"Travessa Manuela Brito, 638, São Jorge 1ª Seção, 93667-453 Pimenta / TO"
349,423,"Trecho de Lima, 801, Cônego Pinheiro 2ª Seção, 20501415 Pereira / RO"
350,520,"Praça Ferreira, 3, Santo Antônio, 55338-025 Montenegro das Pedras / SP"
351,353,"Estrada de Viana, 24, Vila Madre Gertrudes 2ª Seção, 85492698 Rezende do Sul / RJ"
352,2183,"Distrito Vinicius Rios, Vila Atila De Paiva, 07798466 Câmara do Amparo / RO"
353,48,"Estrada Bernardo da Conceição, 65, Juliana, 19877415 da Rosa / PA"
354,335,"Largo Moura, 24, Nossa Senhora Do Rosário, 25809579 Barbosa Verde / PE"
355,44,"Trevo da Conceição, 8, Vera Cruz, 36393160 Carvalho de Oliveira / AC"
356,996,"Trevo de Nunes, 74, Vista Alegre, 78026139 Costa do Amparo / PI"
357,1622,"Praia Porto, 4, Pantanal, 96792214 Nogueira da Mata / AL"
358,1845,"Praça Alice Sá, 38, Alpes, 57197-837 Guerra da Serra / RN"
359,2762,"Trevo Costela, 327, Céu Azul, 50061921 Fernandes do Sul / PI"
360,1130,"Distrito Rodrigo da Cruz, Vila Jardim Leblon, 04209-872 Câmara da Praia / ES"
361,1690,"Esplanada Maria Laura Campos, 64, Mala E Cuia, 23470-998 Fonseca do Galho / BA"
362,1415,"Vila de Vargas, Ouro Minas, 86819667 Dias do Amparo / ES"
363,2711,"Colônia Garcia, 71, Planalto, 33179503 Jesus / SC"
364,1624,"Favela João Vitor Farias, 58, Barreiro, 61810019 Correia / SC"
365,1058,"Estação de Ramos, 75, São Cristóvão, 11230-610 Pacheco de Montenegro / SC"
366,2975,"Vila Sampaio, 59, Carmo, 48195453 Pastor / PR"
367,314,"Largo de da Conceição, Vale Do Jatoba, 70924221 Camargo de Novaes / TO"
368,647,"Núcleo de da Cruz, 32, Nazare, 76171-073 Novais da Prata / PA"
369,2401,"Vereda Calebe Garcia, 48, João Paulo Ii, 53878-530 Montenegro / CE"
370,994,"Feira de Moreira, 87, Ambrosina, 06908-103 Mendonça / RO"
371,860,"Estação Gomes, 380, Nazare, 97036355 da Cruz da Prata / SC"
372,186,"Condomínio Léo Barbosa, 30, Virgínia, 32534-837 Ferreira / CE"
373,220,"Praia de Vargas, 22, Xangri-Lá, 91793-125 Fernandes do Sul / SP"
374,2095,"Vereda Cecilia Vargas, 6, São Gabriel, 99673-365 Ribeiro Paulista / PB"
375,275,"Recanto de Sales, 85, Boa Vista, 79543958 Rios / RS"
376,2840,"Loteamento Ísis Rocha, 9, Vila São Gabriel Jacui, 73367305 Santos da Prata / CE"
377,1828,"Esplanada Brito, 64, Zilah Sposito, 90736-033 Casa Grande de Machado / PB"
378,1020,"Viela de Santos, Maria Virgínia, 72944-748 Caldeira / AM"
379,1846,"Lagoa de Rezende, 6, Vila Califórnia, 79587997 Cardoso / AM"
380,2909,"Praia de Correia, 8, Esplanada, 15936-088 Duarte / SP"
381,2710,"Campo de Fonseca, 377, Floresta, 92980681 Jesus / AM"
382,551,"Avenida de Novaes, 1, Floresta, 64014654 da Mota / PA"
383,2457,"Lago Pacheco, Serra Do Curral, 08224-275 Campos Verde / DF"
384,2568,"Colônia Caldeira, 560, Trevo, 97941-964 Oliveira / MA"
385,2088,"Vereda Costa, 4, Minaslandia, 69521-202 Pires / MG"
386,1185,"Rodovia de da Rocha, 7, Conjunto Califórnia I, 62333795 Borges / SE"
387,56,"Alameda de Siqueira, Vale Do Jatoba, 26116190 Sousa de Goiás / ES"
388,2451,"Sítio de Montenegro, 31, Grajaú, 54052-403 Casa Grande de Farias / MG"
389,606,"Loteamento de Nascimento, 24, Palmeiras, 13796323 Melo / RJ"
390,1439,"Quadra Alves, 752, Cinquentenário, 60576-521 Carvalho Verde / GO"
391,2732,"Loteamento Nicolas Cassiano, 69, São Salvador, 64652461 Ramos / PR"
392,1467,"Lago Fernandes, 74, Vila Madre Gertrudes 1ª Seção, 40268318 Fernandes / PB"
393,1504,"Campo Anthony Gabriel Farias, 3, São Sebastião, 55544-225 Lopes / MT"
394,1218,"Loteamento de da Luz, Alto Das Antenas, 24359-006 Campos / DF"
395,2056,"Chácara Renan da Mota, Santa Margarida, 07497785 Cavalcanti / MS"
396,2629,"Distrito Marina Ferreira, 614, Saudade, 96969462 Ferreira de Pires / CE"
397,2820,"Condomínio Siqueira, 52, Jardim Montanhês, 26348-273 Freitas / RN"
398,1039,"Campo de Duarte, 126, Calafate, 59854111 Monteiro Verde / RS"
399,548,"Vereda de Alves, 35, Leonina, 32371517 Pereira / PI"
400,93,"Chácara Stella Alves, 66, Nova Gameleira, 41402475 da Mota / MS"
401,1964,"Viaduto de da Rocha, 761, Esplanada, 24762-832 Santos / AC"
402,818,"Núcleo Luiza Silveira, Santa Monica, 33158-252 Duarte / PE"
403,2493,"Conjunto Sampaio, 7, Heliopolis, 32938318 Silva / DF"
404,1626,"Morro de Fogaça, 35, Coração Eucarístico, 04647527 Peixoto / PE"
405,1391,"Área Ágatha Campos, Flamengo, 63909-469 Garcia / PI"
406,1940,"Distrito de Carvalho, 383, Vila Olhos D'água, 10097-432 Araújo de Costa / RJ"
407,1235,"Viela Cirino, 54, Alto Barroca, 23306-433 da Mata / AL"
408,1804,"Residencial de Cavalcanti, 69, Sagrada Família, 15328602 Nascimento de Costa / RJ"
409,571,"Avenida Olívia Fernandes, 81, Cardoso, 72820086 Santos do Norte / DF"
410,1948,"Largo Gomes, 72, Urca, 37773-743 Nunes de Minas / RS"
411,1213,"Recanto Benicio Garcia, Vila São João Batista, 11203-043 Lopes de Novaes / RS"
412,2872,"Avenida Daniel Pereira, 849, São Tomaz, 47601835 Casa Grande Grande / PR"
413,1360,"Setor Augusto Novaes, 773, Minaslandia, 47375-157 Martins / RR"
414,1430,"Ladeira Maria Cecília Sousa, 8, Cdi Jatoba, 37455666 Machado / SC"
415,2613,"Aeroporto Ana Julia Macedo, 5, Minaslandia, 69692-005 Monteiro / RJ"
416,2471,"Lagoa de Pimenta, 71, Parque São Pedro, 59060-163 Peixoto Grande / RO"
417,1560,"Lago Marques, 57, Alto Dos Pinheiros, 04059297 Almeida / MS"
418,1622,"Largo Vasconcelos, 4, Vila Tirol, 44598-503 Fogaça / AL"
419,2371,"Setor de Macedo, 52, Serra, 28700081 Leão Paulista / MG"
420,1644,"Recanto de Campos, 11, Marajó, 63569291 Novais / AM"
421,2849,"Área Ana Lívia da Rosa, 74, Carmo, 35998539 Cardoso / AM"
422,2055,"Quadra Cavalcanti, Esperança, 34641125 Rezende / RN"
423,1221,"Feira Benjamin da Paz, 50, Vila São Paulo, 99606-269 Sampaio / CE"
424,2764,"Favela de Barbosa, 29, Paquetá, 29922309 Castro de Minas / SC"
425,2314,"Ladeira de Ferreira, 94, Vila Copacabana, 52162-416 Andrade / AL"
426,964,"Alameda Lunna Santos, 1, Santana Do Cafezal, 51392708 Carvalho / PE"
427,774,"Fazenda de Borges, 2, Vila Esplanada, 26766119 Pinto / PR"
428,1767,"Via de da Rosa, 5, Esperança, 27377723 Sá / MS"
429,887,"Jardim Ana Vitória Silveira, Jatobá, 05217-723 Monteiro / SC"
430,1087,"Passarela de Viana, 68, Caiçaras, 79112931 Melo / AL"
431,2107,"Travessa Maria Julia Albuquerque, 80, Campo Alegre, 91935-094 Gonçalves do Oeste / RR"
432,686,"Parque Barros, 91, Olhos D'água, 44764055 Moraes Paulista / MG"
433,2088,"Quadra Isabela Caldeira, 89, Campo Alegre, 96824745 Ramos / RS"
434,575,"Trecho da Mota, 3, São Jorge 3ª Seção, 32355-647 Vasconcelos Paulista / AP"
435,2447,"Conjunto Júlia Costela, 322, Cidade Jardim, 21670-254 Nogueira / MS"
436,2120,"Alameda Cunha, 875, Custodinha, 28163-309 Cassiano / DF"
437,2178,"Fazenda de Caldeira, 929, Rio Branco, 98640599 Aparecida / BA"
438,2074,"Viela de Mendonça, 403, Monte Azul, 99190-209 Jesus / AM"
439,2653,"Via Melo, 40, São Jorge 3ª Seção, 61977560 Borges Verde / CE"
440,1950,"Morro Mendes, 9, Vila Santa Monica 1ª Seção, 86856610 Marques / CE"
441,1400,"Campo Vasconcelos, 6, Vitoria, 76019778 Pimenta / DF"
442,1061,"Viela Pastor, 951, Cenaculo, 69900751 da Mata da Praia / BA"
443,1776,"Trevo da Conceição, 27, Brasil Industrial, 07160-832 Aparecida / SC"
444,1236,"Conjunto Vitor Hugo Fonseca, 41, Vila Da Ária, 08934577 Garcia / PR"
445,1869,"Conjunto de Pacheco, 60, Beija Flor, 50380-358 Costela de Pereira / PR"
446,2665,"Loteamento Sampaio, 74, Virgínia, 22526-273 Lima / MG"
447,2158,"Lagoa de Nogueira, 92, Campo Alegre, 13259-899 Correia do Norte / CE"
448,214,"Fazenda Machado, 18, Maria Helena, 32933622 Moreira / CE"
449,2989,"Quadra Maria Helena Novais, 13, Vila Novo São Lucas, 38460-676 Santos / AC"
450,796,"Vereda de Cirino, 772, Nova Cachoeirinha, 57794-334 Campos Paulista / AP"
451,1053,"Pátio de da Cruz, 95, Vila Mangueiras, 32769574 Sá das Flores / RJ"
452,1880,"Sítio Maria Julia Almeida, 18, Vila Jardim Montanhes, 83393-018 Freitas / AC"
453,2832,"Parque Oliveira, 34, Pongelupe, 50682421 Câmara / MA"
454,282,"Recanto Clara Ferreira, 5, Castelo, 63944701 Sampaio / SC"
455,75,"Praia Leão, Nova Granada, 87299-404 Marques / SC"
456,825,"Loteamento Lima, 59, Maria Tereza, 50132-643 Novais / MS"
457,2447,"Rodovia de Cassiano, 268, Guaratã, 12987119 Santos de Aparecida / AL"
458,423,"Vale Luiz Otávio Azevedo, Vila Novo São Lucas, 26724-221 Cavalcanti Grande / TO"
459,1051,"Vale de Aragão, 8, Conjunto Minas Caixa, 75171050 Fonseca do Amparo / CE"
460,5,"Aeroporto Theo Gonçalves, 30, Vila Jardim Montanhes, 48493585 Gonçalves do Amparo / RR"
461,888,"Distrito Borges, 55, Vila Ecológica, 11547095 Cardoso Alegre / RO"
462,758,"Núcleo de Pinto, 30, Pindorama, 77009-616 Aparecida / MG"
463,2532,"Esplanada de da Costa, 9, Inconfidência, 57104949 Garcia / ES"
464,712,"Esplanada Borges, 83, Vitoria Da Conquista, 38153908 Duarte / RO"
465,2709,"Fazenda das Neves, Conjunto Minas Caixa, 55206-232 Machado de Montenegro / SP"
466,1477,"Área de Sampaio, 91, Alto Dos Pinheiros, 75101-298 Castro / ES"
467,2497,"Ladeira de Leão, 65, Pedreira Padro Lopes, 58272-053 Fonseca / RJ"
468,1097,"Ladeira Cardoso, 7, Jonas Veiga, 15185-678 Barbosa do Galho / RJ"
469,37,"Loteamento de Barros, 53, Acaiaca, 82104016 Moraes / SP"
470,2763,"Campo Maria Vitória Albuquerque, 9, Cachoeirinha, 26343226 Camargo do Galho / DF"
471,2690,"Colônia Eloá Moreira, 24, Diamante, 10607-779 Pereira / AL"
472,68,"Residencial da Rocha, 74, Dom Cabral, 75596120 Barbosa do Amparo / RN"
473,85,"Recanto de Nascimento, 3, São Francisco Das Chagas, 69374115 Moreira / RR"
474,2489,"Viaduto de Rios, 83, Varzea Da Palma, 69632-309 Caldeira / AL"
475,686,"Morro Marques, 49, Nossa Senhora De Fátima, 96863-734 Barbosa / PR"
476,1272,"Feira Costa, 84, Conjunto Minas Caixa, 21329-833 Casa Grande / SE"
477,968,"Loteamento Stephany da Paz, 18, Belvedere, 53684255 Carvalho / ES"
478,1610,"Jardim Barbosa, 5, São Jorge 1ª Seção, 08146153 Fernandes / BA"
479,2048,"Vereda Mathias Gonçalves, 32, Embaúbas, 23449192 Cassiano / MT"
480,1488,"Ladeira Oliveira, 93, Vitoria Da Conquista, 22074-911 Melo / TO"
481,1453,"Vereda da Conceição, 67, Heliopolis, 09750-151 da Mata / TO"
482,360,"Área de Viana, São Cristóvão, 37855-159 Moraes / SP"
483,2385,"Vila Casa Grande, 5, Vila Nova Gameleira 3ª Seção, 31732506 Lopes Verde / TO"
484,1770,"Vereda de Ferreira, Belmonte, 24774613 Porto / AM"
485,473,"Rodovia Pastor, 87, Novo São Lucas, 00101-288 Rocha / MS"
486,2866,"Conjunto Leão, Vila Da Ária, 00527-675 Araújo / AM"
487,102,"Conjunto Agatha Fernandes, 58, Suzana, 29425901 Pinto das Pedras / BA"
488,706,"Fazenda Martins, 13, São Gonçalo, 70036566 Leão / AL"
489,59,"Rodovia Costa, 72, Dom Joaquim, 61122700 Caldeira Paulista / MT"
490,2433,"Aeroporto Machado, 8, Vila Santa Monica 2ª Seção, 27386-561 Camargo da Serra / ES"
491,2178,"Estrada Cavalcanti, 23, Mantiqueira, 38161032 Ferreira / CE"
492,1117,"Parque da Paz, 6, Calafate, 50510-584 Fernandes / BA"
493,1446,"Setor Léo Freitas, 44, Vila Piratininga Venda Nova, 25928-335 Viana da Mata / RR"
494,855,"Núcleo Isabela Albuquerque, 10, Ventosa, 17328958 Aparecida / RR"
495,1573,"Avenida de Pires, 4, Vila Jardim Montanhes, 15935583 Nogueira da Prata / SE"
496,807,"Condomínio de Almeida, 934, Grotinha, 65997-364 Farias / SC"
497,1308,"Estação Brito, 70, Monte Azul, 12798-889 Nunes do Sul / PB"
498,756,"Lago Maria Isis Pinto, Cardoso, 21743958 Peixoto / PB"
499,733,"Avenida Júlia da Paz, 37, Estrela, 35080206 Viana / RS"
500,2033,"Rodovia Davi Lucas Santos, 380, São Pedro, 91514-385 da Cruz / PA"
501,2696,"Área Pastor, 1, Anchieta, 84885-071 Novais / ES"
502,620,"Jardim Camila da Costa, 4, Aarão Reis, 84657-449 da Rosa de Minas / RO"
503,2506,"Travessa Fogaça, 350, Cruzeiro, 00777051 Cunha / CE"
504,2423,"Estrada Sá, 10, Venda Nova, 80993008 Albuquerque / PA"
505,2072,"Largo de Freitas, 19, Apolonia, 43860-309 Vieira da Mata / AP"
506,1670,"Jardim Pinto, Santa Maria, 89356-398 da Rocha / MG"
507,2404,"Vale Kamilly Lopes, 66, Teixeira Dias, 60451-852 Barbosa do Amparo / AC"
508,2571,"Jardim Moura, 14, Vila Nova Dos Milionarios, 28908255 Peixoto Verde / RS"
509,929,"Residencial da Cruz, 3, Vila Nossa Senhora Do Rosário, 61573-984 Lima / RS"
510,12,"Residencial Duarte, 452, São João, 90561578 Sampaio / BA"
511,222,"Viela de Lopes, 5, São Jorge 1ª Seção, 68515282 Barros / PA"
512,1787,"Vale de Campos, 90, Monte Azul, 86352131 Nascimento / PE"
513,2476,"Lago Theo Rodrigues, 48, Vila São Geraldo, 43159990 Albuquerque da Serra / MS"
514,129,"Distrito Gonçalves, 27, Ipiranga, 67325-892 Macedo / AC"
515,2648,"Vila Ian Oliveira, 19, Conjunto Califórnia I, 15345-276 Abreu / TO"
516,2653,"Distrito de Câmara, 292, Pongelupe, 79414945 Azevedo da Mata / MS"
517,2656,"Ladeira Heitor Ribeiro, 13, Cinquentenário, 38283-333 Araújo / GO"
518,556,"Passarela Samuel Borges, 96, Vila Maria, 77211268 Barros / AC"
519,2059,"Rua Kaique Leão, 20, Vila Jardim Alvorada, 19581-461 Fonseca / SE"
520,350,"Aeroporto Almeida, Conjunto Minas Caixa, 44164968 Casa Grande dos Dourados / RS"
521,1718,"Estação Ana Julia da Mota, 85, Glória, 00063777 Machado de Pinto / PR"
522,1272,"Setor Rafaela Leão, 4, Tirol, 37629-493 da Cunha de Minas / MT"
523,1359,"Jardim Luiz Felipe Costela, 508, Colégio Batista, 84079552 Novaes / PE"
524,2593,"Feira Luiz Felipe Fernandes, 42, Santa Rita, 76826-362 Fonseca das Pedras / DF"
525,2566,"Sítio Montenegro, 10, Concórdia, 95718404 da Luz / SE"
526,2536,"Lago Melo, 438, Vila Independencia 2ª Seção, 74014996 Castro Grande / CE"
527,775,"Praça Mirella Lima, 9, Conjunto Lagoa, 27075589 Caldeira de Moreira / MT"
528,2927,"Passarela Thomas Camargo, 916, Pirineus, 40111802 Duarte do Oeste / PR"
529,252,"Estação de Dias, 1, Céu Azul, 07393887 Macedo das Pedras / AP"
530,1390,"Jardim Leandro da Paz, 68, Nova Gameleira, 81475035 Montenegro de Sousa / AM"
531,566,"Rua da Luz, 431, Minas Caixa, 91258870 Souza / CE"
532,1295,"Núcleo de Santos, 807, São Gabriel, 19548762 Caldeira / PB"
533,2692,"Ladeira de Sales, Conjunto Bonsucesso, 62388-928 Araújo / MT"
534,1124,"Distrito de Mendonça, Vila São Geraldo, 36506951 Nogueira do Norte / TO"
535,1991,"Vereda Ferreira, 8, Vila Da Paz, 95853-532 Borges Alegre / MS"
536,1972,"Residencial de da Conceição, 79, Estoril, 87112-692 Correia Alegre / SC"
537,2495,"Núcleo de Borges, 38, São Vicente, 70845-950 Ribeiro das Flores / RO"
538,1355,"Trevo Sophia Pastor, Vila Santo Antônio Barroquinha, 93404884 Porto / RO"
539,1105,"Vale Nunes, 2, Tupi B, 77028-373 da Rocha Paulista / RS"
540,2646,"Favela Gomes, 79, Conjunto Paulo Vi, 47386-319 Andrade / PA"
541,320,"Esplanada Ana Sophia Mendes, 77, São Lucas, 37108-986 Camargo dos Dourados / CE"
542,1879,"Estrada de Moura, 73, Vila Satélite, 78029813 Abreu / AM"
543,654,"Pátio de Pereira, 378, Vale Do Jatoba, 08463728 Oliveira / DF"
544,442,"Campo de Novaes, 442, Grajaú, 66331437 Correia / RS"
545,2099,"Travessa Machado, 6, São José, 03240-399 Cavalcanti / PA"
546,1061,"Trecho de Ferreira, 90, Maria Virgínia, 47732751 Gomes da Praia / PR"
547,2290,"Colônia Hadassa da Luz, 38, Pedreira Padro Lopes, 10835482 Sá das Pedras / MG"
548,2928,"Estação Murilo Rios, 217, Pedreira Padro Lopes, 07938-427 Pacheco Grande / RR"
549,1658,"Esplanada de Teixeira, 19, Vila Ouro Minas, 12921982 Porto da Mata / RN"
550,2491,"Feira de Silveira, 890, Aparecida 7ª Seção, 06625-828 Martins / RJ"
551,1835,"Esplanada de da Cunha, 17, Sion, 74172091 Borges / RO"
552,1726,"Largo de da Mota, 17, Dom Cabral, 55530-276 Cavalcanti de Silva / RS"
553,2749,"Trevo de da Paz, Novo Santa Cecilia, 31755-455 Abreu / RO"
554,652,"Conjunto da Conceição, 570, Custodinha, 78047875 Pimenta do Campo / RS"
555,2489,"Lago Fogaça, 68, Vila Boa Vista, 65996835 Caldeira de Aragão / PB"
556,1717,"Residencial Guilherme da Costa, 711, Vila Betânia, 22277978 Gonçalves / GO"
557,518,"Jardim Cecília Rezende, 225, Vila Copasa, 86567305 da Costa Alegre / RJ"
558,2811,"Estrada Luiz Miguel Siqueira, 68, Mariano De Abreu, 56000-203 Alves / RJ"
559,2691,"Alameda Guerra, Nova Cachoeirinha, 76747-488 Lopes da Praia / AL"
560,461,"Fazenda da Mata, 9, Itaipu, 74128963 Sampaio / MT"
561,2395,"Rodovia Vieira, 1, Bonfim, 54550864 Rodrigues / GO"
562,457,"Vale Alícia Peixoto, 97, Ápia, 26231873 Borges de Camargo / PR"
563,762,"Rua Melo, 46, Buraco Quente, 35822399 Rios do Campo / ES"
564,1976,"Distrito Castro, 84, Vila Paris, 68326041 Abreu do Sul / PB"
565,1206,"Loteamento Eduardo Duarte, 70, Zilah Sposito, 36819-453 Martins / PE"
566,2812,"Área Carlos Eduardo da Conceição, 3, Prado, 67207665 Costa do Galho / SC"
567,2986,"Praça de Cassiano, 61, João Paulo Ii, 00753872 Costa de Goiás / SE"
568,410,"Favela Rodrigues, 75, São Gabriel, 58741168 Almeida / AC"
569,2805,"Fazenda da Mota, Vila Nova Dos Milionarios, 83907645 Vargas de Minas / AM"
570,1744,"Rua de Abreu, 13, Nossa Senhora Aparecida, 43397297 Rodrigues / RJ"
571,1075,"Rodovia de Pinto, 220, Parque São José, 33156484 Sampaio / RR"
572,1132,"Lagoa Isabella Machado, 3, Pindorama, 76307-222 Costela / AC"
573,454,"Condomínio Ayla Melo, 30, Vila Madre Gertrudes 1ª Seção, 47912-550 Pastor dos Dourados / AC"
574,2603,"Parque Yuri Viana, Cdi Jatoba, 32540-051 Jesus de da Rocha / RJ"
575,1457,"Estação de Borges, Conjunto São Francisco De Assis, 95854-516 Ferreira / MA"
576,2086,"Parque de Cardoso, São Cristóvão, 25452-335 Mendonça / SC"
577,2196,"Lagoa Moura, 54, Minaslandia, 44059-172 Gomes / PR"
578,307,"Recanto Abreu, 929, Conjunto Capitão Eduardo, 01682-566 Pereira Alegre / PE"
579,34,"Vereda Camargo, Vila Nova Dos Milionarios, 30657644 Garcia do Galho / RR"
580,168,"Vale Casa Grande, 1, Mariquinhas, 31103-073 Pires de Gomes / RO"
581,2490,"Avenida Ferreira, 76, Vila Oeste, 58195374 Freitas / PE"
582,61,"Campo de Gomes, Fazendinha, 58846-256 Mendonça / RJ"
583,568,"Ladeira Peixoto, 66, Vila Tirol, 95587-098 Abreu / TO"
584,504,"Favela Guerra, 97, Santa Inês, 78452811 Jesus / RO"
585,1672,"Lago de Ramos, 50, João Alfredo, 97178752 Garcia / RS"
586,1578,"Sítio Almeida, 18, São Gabriel, 29476438 Mendes de Nogueira / RS"
587,1972,"Avenida de Andrade, 9, Minas Brasil, 63987-208 Novaes das Flores / SC"
588,111,"Quadra Cirino, 30, Vila De Sá, 94010511 Peixoto da Praia / SE"
589,1284,"Vereda Lopes, 54, Vila Betânia, 65623186 Costa / DF"
590,2589,"Estrada Carvalho, 68, Jaraguá, 12559110 Gonçalves / GO"
591,576,"Trecho da Paz, 14, São José, 88626-611 Câmara de Minas / ES"
592,349,"Sítio Ana Beatriz Castro, 7, Nova Pampulha, 77439047 Oliveira do Sul / PA"
593,2880,"Feira Maria Caldeira, 53, Olhos D'água, 90657401 Rios do Amparo / AM"
594,1606,"Trevo Luiz Gustavo Silva, 1, Vila Ouro Minas, 77395-788 Sampaio / AC"
595,2638,"Vila de Cirino, 6, Serra Do Curral, 61274-831 da Costa / DF"
596,2373,"Jardim Pietro Costa, 3, Jardinópolis, 07622717 Souza / MS"
597,923,"Esplanada de Andrade, 720, Aarão Reis, 81487758 Macedo / RJ"
598,200,"Praia Ferreira, 41, Vila Pilar, 35340428 da Mota de Castro / PE"
599,858,"Jardim de da Rocha, 81, Flamengo, 71874-116 Castro do Sul / AP"
600,1690,"Avenida Porto, 69, Santa Isabel, 69546952 Alves de Garcia / RO"
601,114,"Residencial da Costa, 136, Planalto, 07727835 Costela / AC"
602,194,"Aeroporto de Aparecida, 55, Vitoria, 48068-854 Rocha / MG"
603,2454,"Conjunto José Pedro Castro, 636, Vila São Gabriel Jacui, 28544-646 Peixoto / PA"
604,1636,"Aeroporto Sara Machado, 975, Taquaril, 79768-090 Cavalcante / AP"
605,543,"Trecho Sá, 54, Luxemburgo, 12319894 Rodrigues do Sul / RO"
606,2295,"Ladeira Ramos, 49, Jaqueline, 76782609 da Conceição / MT"
607,2995,"Praia Novaes, 47, Vila São Paulo, 84785-688 Casa Grande Alegre / PA"
608,2881,"Pátio Aparecida, 69, Vila Jardim São José, 87336-310 Abreu / MA"
609,1218,"Núcleo de Gonçalves, 79, Grotinha, 51586-230 Mendes / AL"
610,1666,"Feira de Teixeira, Mariquinhas, 14868-032 Cassiano Paulista / SC"
611,1658,"Residencial Santos, 39, Dom Cabral, 91861-037 Silveira do Oeste / ES"
612,2238,"Vale Diogo Barros, 72, Corumbiara, 24977378 da Paz de Carvalho / BA"
613,225,"Pátio Maria Liz Caldeira, Nova Granada, 05183-615 Carvalho / RR"
614,1826,"Travessa de Cirino, 99, Vila Jardim Alvorada, 33100567 Sá Grande / AL"
615,2222,"Distrito de da Rosa, 2, Conjunto Serra Verde, 68326655 Jesus de Correia / RS"
616,596,"Viaduto Moreira, 74, Pindorama, 68218-943 Andrade do Norte / RJ"
617,2297,"Alameda de Porto, 3, Bonfim, 53538-269 Barros da Praia / RS"
618,521,"Largo de Lima, 53, Concórdia, 42391295 Vargas / PA"
619,2639,"Rodovia Sampaio, 88, São Jorge 1ª Seção, 33994609 da Paz / RN"
620,850,"Quadra Bernardo Martins, 83, Santa Lúcia, 50513890 da Conceição dos Dourados / PA"
621,2411,"Viaduto Evelyn Jesus, 46, Castelo, 36949349 da Cunha / AP"
622,690,"Favela Freitas, 90, Palmares, 97048469 Pimenta da Praia / PE"
623,366,"Estrada de Ribeiro, 565, Mala E Cuia, 47089347 Aparecida / DF"
